app_id,title,description
8e121165-1305-4337-990e-8c24fb13e483,,Re-target audience based on tracking info
8e121165-1305-4337-990e-8c24fb13e483,,Build social proof fast by bulk reviews importer
259a6ca1-8b8c-4b27-a3b5-06137c9a5ad3,,"Receive notifications schedule your alerts daily, weekly or monthly"
259a6ca1-8b8c-4b27-a3b5-06137c9a5ad3,,Send email alert to multiple recipients
259a6ca1-8b8c-4b27-a3b5-06137c9a5ad3,,Import low stock CSV file to email notification
724ed2d0-6ecf-4745-844d-3e37193f9e54,,"Take hold of your sales, inventory, manufacturing and ops all in one place"
724ed2d0-6ecf-4745-844d-3e37193f9e54,,"Sync inventory & orders across ecommerce, physical stores, and POS systems"
724ed2d0-6ecf-4745-844d-3e37193f9e54,,Make informed decisions with reports and analytics on in-depth business metrics
724ed2d0-6ecf-4745-844d-3e37193f9e54,,Cut hours of work per day and errors replicating data in different systems
3737df29-e19b-4c20-b57d-8686bc7161de,,All you have to do is select the date range for the orders you wish to merge and
3737df29-e19b-4c20-b57d-8686bc7161de,,"By automatically combining similar orders, you can streamline the shipping proce"
3737df29-e19b-4c20-b57d-8686bc7161de,,You can now allocate your time to do more important tasks that will generate mor
70cb6fad-3545-40e1-998c-0a9f1016da98,,Product visualization in an immerse 3D virtual experience
70cb6fad-3545-40e1-998c-0a9f1016da98,,Multiple Showroom Themes
70cb6fad-3545-40e1-998c-0a9f1016da98,,Avatars
70cb6fad-3545-40e1-998c-0a9f1016da98,,Multiplayer
70cb6fad-3545-40e1-998c-0a9f1016da98,,In-store Chat Options
4811ed8d-54a2-45a8-97d3-00befbbd012e,,Easily set up your premium affiliate program in 5-mins or we can do it for you
4811ed8d-54a2-45a8-97d3-00befbbd012e,,"Referral tools include storefronts, links, promo codes, and product pages"
4811ed8d-54a2-45a8-97d3-00befbbd012e,,"Fully branded dashboards, signup pages, and affiliate messaging tools"
4811ed8d-54a2-45a8-97d3-00befbbd012e,,100% reliable tracking with next-gen tracking tech (No UTMS or basic cookies)
4811ed8d-54a2-45a8-97d3-00befbbd012e,,Easy payouts with debit/credit or connect your business PayPal account
3ff62583-49ed-4c61-8f73-f3c6101001f1,,Identifies billable weight as the greater of actual or dimensional weight.
3ff62583-49ed-4c61-8f73-f3c6101001f1,,"Capable of providing quotes for GFP, SmartPost, and Simple Rate services."
3ff62583-49ed-4c61-8f73-f3c6101001f1,,Automatically detect address type and capture the residential delivery fee.
3ff62583-49ed-4c61-8f73-f3c6101001f1,,Limit Ground service by transit time to protect perishable products.
3ff62583-49ed-4c61-8f73-f3c6101001f1,,Specify order cut-off times and lead-times for accurate delivery estimates.
180d6323-7132-4003-925d-c6813ebb4481,,Show a sorted list of your locations or stores that sell your products.
180d6323-7132-4003-925d-c6813ebb4481,,Display locations on a searchable map with different available themes.
180d6323-7132-4003-925d-c6813ebb4481,,Import and export locations via CSV file.
180d6323-7132-4003-925d-c6813ebb4481,,Customize the look and feel of your list and maps.
180d6323-7132-4003-925d-c6813ebb4481,,Good support for international addresses and map localization.
9d4cf43e-48ee-4fa4-9eba-26d3380faef1,,Customize product tiles and search experience within the Theme Editor seamlessly
9d4cf43e-48ee-4fa4-9eba-26d3380faef1,,"Dynamic product filtering to search by category, collection, or features"
9d4cf43e-48ee-4fa4-9eba-26d3380faef1,,Override search results and promote products you want to sell with Merchandising
9d4cf43e-48ee-4fa4-9eba-26d3380faef1,,Cutting edge AI search (vector search) understands & learns from your shoppers
9d4cf43e-48ee-4fa4-9eba-26d3380faef1,,Detailed search analytics
d612ff04-8820-4370-9101-bcc2553355af,,Open and navigate any PDF document instantly.
d612ff04-8820-4370-9101-bcc2553355af,,Easily organize and manage your PDF files with a built-in file manager.
d612ff04-8820-4370-9101-bcc2553355af,,"Personalize the app with custom icons, layouts, and colors to match your brand."
d612ff04-8820-4370-9101-bcc2553355af,,Choose between grid and list views for organizing documents based on preference.
d612ff04-8820-4370-9101-bcc2553355af,,"The app is fully responsive, ensuring smooth performance on any device size."
26203f0b-82f2-408c-8377-2ca6b639a638,,Upload your art & designs quickly and easily with our product creator
26203f0b-82f2-408c-8377-2ca6b639a638,,Zero risk. No need to purchase stock as we print your product when its ordered
26203f0b-82f2-408c-8377-2ca6b639a638,,Print & ship gallery quality wall art and homeware & kitchenware in the UK
26203f0b-82f2-408c-8377-2ca6b639a638,,We always print & ship our products with sustainability in mind
e8192389-884b-457f-82ab-8b8c3957b28e,,User-Friendly Signature Capture
e8192389-884b-457f-82ab-8b8c3957b28e,,"Customization Options like color, height and many other"
e8192389-884b-457f-82ab-8b8c3957b28e,,Mobile Friendly and Versatile Applications
d3861d68-b394-4d08-a77c-67cd079405b3,,"Easy no code install, with free widget optimization support"
d3861d68-b394-4d08-a77c-67cd079405b3,,Customize widget display settings and features to match your brand
d3861d68-b394-4d08-a77c-67cd079405b3,,"Embedded app dashboard with customer, impact, and KPI tracking"
d3861d68-b394-4d08-a77c-67cd079405b3,,"Protect Nature, Safeguard Oceans, Preserve Biodiversity, build Renewable Energy"
d3861d68-b394-4d08-a77c-67cd079405b3,,Customer contributions collected automatically via Billing API
932a1f21-7058-435b-99b1-66caddffeced,,データ連携機能：Shopifyで管理している顧客/商品/購買履歴データを自動連携。日次で差分更新を行います。メタフィールド項目のデータ連携にも対応。
932a1f21-7058-435b-99b1-66caddffeced,,ノーコードでタグ設定：訪問、商品詳細ページ閲覧、購入などの行動データ取得に必要なタグスクリプトをボタンを押すだけで設定できます。
932a1f21-7058-435b-99b1-66caddffeced,,配信機能：メール・LINE配信に対応。メルマガなどの一斉配信はもちろんのこと、行動データや顧客データ、商品データを活用したリテンション施策を簡単に実施できます。
932a1f21-7058-435b-99b1-66caddffeced,,セグメンテーション機能：顧客の育成レベル・状況や、行動シナリオをトリガーとした施策設定が可能。重要度の高いセグメントはプリセットを用意しています。
932a1f21-7058-435b-99b1-66caddffeced,,分析機能：タグで連携された行動ログと、各種マスター上のデータを統合して顧客一人ひとりを詳細にプロファイリング。商品分析や配信した施策効果計測まで対応しています。
46dd3ec2-fed7-49ad-80e3-45c0e3136993,,List product catalog on WhatsApp
46dd3ec2-fed7-49ad-80e3-45c0e3136993,,"Auto-sync product inventory, images, description & other product info."
46dd3ec2-fed7-49ad-80e3-45c0e3136993,,Share product catalogs to millions of customers instantly
46dd3ec2-fed7-49ad-80e3-45c0e3136993,,Automate most of your customer queries using our AI chatbot
46dd3ec2-fed7-49ad-80e3-45c0e3136993,,Smartly recover abandoned carts with instant discounts
6323e68e-9aa7-498d-a8c0-d1c5e4382803,,Boost Sales with Notifications on a Map
6323e68e-9aa7-498d-a8c0-d1c5e4382803,,Your visitors will see orders from other customers in real-time
6323e68e-9aa7-498d-a8c0-d1c5e4382803,,"Example: ""Sally from Michigan just bought a dress."""
47bce550-26f1-4aa0-8477-49dedbdb4a9b,,"Custom messages based on customer zip code, province or state"
47bce550-26f1-4aa0-8477-49dedbdb4a9b,,Display multiple custom messages
47bce550-26f1-4aa0-8477-49dedbdb4a9b,,"Create, Modify & Delete custom messages"
76813b10-e28c-4194-ac80-ca96f0fa802a,,Super simple to setup and no coding knowledge required.
76813b10-e28c-4194-ac80-ca96f0fa802a,,Real time update - drive fresh content with auto-updating posts & videos.
76813b10-e28c-4194-ac80-ca96f0fa802a,,"Explore 20+ Instagram feed themes from slider, grid to story theme."
76813b10-e28c-4194-ac80-ca96f0fa802a,,Manual and Automatic Moderation to filter irrelevant content from Instagram
76813b10-e28c-4194-ac80-ca96f0fa802a,,"Showcase Instafeed,  Instagram reels, gallery, stories and social widget"
123330eb-b560-420b-b25a-cce936a2c36b,,Aiuto nell'installazione di Nuove App e Funzioni su Shopify
123330eb-b560-420b-b25a-cce936a2c36b,,Creazione e cambio del contenuto visivo come slide e banner
123330eb-b560-420b-b25a-cce936a2c36b,,Aiuto nella creazione di mail e newsletter
123330eb-b560-420b-b25a-cce936a2c36b,,"Consigli su come gestire Instagram, Facebook e Tik Tok"
123330eb-b560-420b-b25a-cce936a2c36b,,...e tanto altro ancora!
ed51d567-c670-4b14-aca9-269b3a51f655,,Track your Affiliate - Easily track your sales and customers signup affiliate
ed51d567-c670-4b14-aca9-269b3a51f655,,"Unlimited Affiliates- With Affiliate marketing, Unlimited number of Affiliates"
ed51d567-c670-4b14-aca9-269b3a51f655,,Affiliate Tier System - Give more commission percentage to the affiliates
4abf0eee-acf8-44c9-8bed-476f2b4f364b,,Cohort Analysis: Unlock 90-day LTV and Retention insights.
4abf0eee-acf8-44c9-8bed-476f2b4f364b,,Product Analytics: Discover retention-boosting products to drive repeat purchase
4abf0eee-acf8-44c9-8bed-476f2b4f364b,,Industry Benchmarking: Measure up against your competition.
4abf0eee-acf8-44c9-8bed-476f2b4f364b,,Marketing Analytics: Optimize Facebook ads & reduce CAC.
4abf0eee-acf8-44c9-8bed-476f2b4f364b,,Advanced Customer Segments: Pinpoint promising & loyal customers via RFM.
8c0156a9-6a72-4b93-aafc-4aa725cd0212,,Sales Pop up - Sales Notification boosts sales and builds trust
8c0156a9-6a72-4b93-aafc-4aa725cd0212,,Sold Counter - Creates curiosity among the customers and boosts sales
8c0156a9-6a72-4b93-aafc-4aa725cd0212,,Countdown Timer - Creates urgency amongst user and speeds up the process of sale
8c0156a9-6a72-4b93-aafc-4aa725cd0212,,"Quick Views with trust badges to upsell, build trust and social proof"
8c0156a9-6a72-4b93-aafc-4aa725cd0212,,Stock Countdown and announcement bar persuade visitors to buy now
0d2c4236-9e92-4d90-82ea-5c21c0f00826,,Stop spending for more potential clients- Focus on fulfillment and distribution.
0d2c4236-9e92-4d90-82ea-5c21c0f00826,,Easy product management- Auto update stock & prices from your Shopify store.
0d2c4236-9e92-4d90-82ea-5c21c0f00826,,Better than dropshipping- Decide the margin to attract the best sellers.
5f0f6e3f-2aec-455e-aa61-437b48ee776a,,Sync your existing Erply products to Shopify enabling you to sell your products.
5f0f6e3f-2aec-455e-aa61-437b48ee776a,,Sync all sales orders and payments from Shopify to Erply
5f0f6e3f-2aec-455e-aa61-437b48ee776a,,Sync all new customers from Shopify to Erply
19eb9d1d-306f-4488-8c61-fe069a11edf5,,Set an extra percentage based price for your products
19eb9d1d-306f-4488-8c61-fe069a11edf5,,Set a label for the extra price like 'VAT Free Price'
19eb9d1d-306f-4488-8c61-fe069a11edf5,,Easy to install and use. This app requires no coding.
50722b0d-f372-4b80-a0c0-fb80dd29d7bd,,Multiple pages display option
50722b0d-f372-4b80-a0c0-fb80dd29d7bd,,Custom badge option
50722b0d-f372-4b80-a0c0-fb80dd29d7bd,,150+ payment badge
21dd4228-9d83-4c04-821e-45b1697c1d87,,"Instant invoice (Τιμολόγιο) details with just the Α.Φ.Μ, no extra steps needed."
21dd4228-9d83-4c04-821e-45b1697c1d87,,"No manual entry errors, ensuring accuracy."
21dd4228-9d83-4c04-821e-45b1697c1d87,,Speeds up checkout for quicker transactions.
21dd4228-9d83-4c04-821e-45b1697c1d87,,Designed specifically for the Greek market.
21dd4228-9d83-4c04-821e-45b1697c1d87,,Easy integration with any Shopify theme.
94349e73-3bad-4101-91be-fe5b33bb649a,,Mobile Number Login: Secure mobile number login system
94349e73-3bad-4101-91be-fe5b33bb649a,,Shipping Address Management: Manage and update their shipping addresses
94349e73-3bad-4101-91be-fe5b33bb649a,,Order Management: Allow them to cancel orders under certain conditions.
cdc80d38-020e-462f-8b9f-44808f0517de,,"No coding required, drag and drop to your exisiting theme."
cdc80d38-020e-462f-8b9f-44808f0517de,,Option to automatically only show the message on relevant pages.
cdc80d38-020e-462f-8b9f-44808f0517de,,"With built-in language support, automatically tailors messages to your visitors."
7a9082cd-babb-49ff-80c0-9eda6fbf0b2f,,"Effortlessly match product listings with images using SKUs, saving valuable time"
7a9082cd-babb-49ff-80c0-9eda6fbf0b2f,,Save time by uploading all your product images at once
7a9082cd-babb-49ff-80c0-9eda6fbf0b2f,,"Integrates smoothly with your Shopify store, providing a user-friendly interface"
60f2e463-87d2-47e4-85ce-955cf8615a63,,"There is no MOQ of dropshipping, Jozodrop supports any quantity you require."
60f2e463-87d2-47e4-85ce-955cf8615a63,,Fully automated shipping and inventory management without manual intervention
60f2e463-87d2-47e4-85ce-955cf8615a63,,Shipping warehouses  can be delivered to 220+ countries or regions.
f4afa121-7a17-4872-802f-397f54721278,,Place your product on custom backgrounds with realistic shadows and lighting
f4afa121-7a17-4872-802f-397f54721278,,Double your photo load speed using AI
f4afa121-7a17-4872-802f-397f54721278,,Double your photo resolution for crisp beautiful details
f4afa121-7a17-4872-802f-397f54721278,,Automatically generate product listing SEO using AI
f4afa121-7a17-4872-802f-397f54721278,,Bulk operations optimize every single photo on your store with a single click
62644722-7f24-4a43-ac8d-c790f9d992ac,,"Effortless data extraction for products, collections and inventory items"
62644722-7f24-4a43-ac8d-c790f9d992ac,,"Securely automate exports on an hourly, daily, weekly or monthly basis"
62644722-7f24-4a43-ac8d-c790f9d992ac,,"Various integration options and formats supported - FTP, CSV, Excel"
f406e315-4da5-4d6a-8762-6e9bbc31fabf,,Respond to all queries from a central dashboard. 50%-90% are resolved by AI.
f406e315-4da5-4d6a-8762-6e9bbc31fabf,,In built CRM which uses AI to provide smart segmentation of customer data.
f406e315-4da5-4d6a-8762-6e9bbc31fabf,,"Engage site visitors on Whatsapp, Instagram, Facebook and your own Store"
4de70a7b-205a-481a-9aaa-a17ef3577a57,,Discover: Find and activate right-fit partners from the platform and beyond.
4de70a7b-205a-481a-9aaa-a17ef3577a57,,"Track: Power rich insights with scalable, flexible tracking infrastructure."
4de70a7b-205a-481a-9aaa-a17ef3577a57,,Manage: Optimize partnerships with flexible collaboration and commissioning.
4de70a7b-205a-481a-9aaa-a17ef3577a57,,Measure & Pay: Garner insights & automate rewards from real-time analytics.
4de70a7b-205a-481a-9aaa-a17ef3577a57,,Protect: Ensure brand safety with “always on” compliance and fraud monitoring.
2c89d0cf-7704-48ae-b61d-00abe56d0103,,Attract customer's attention
2c89d0cf-7704-48ae-b61d-00abe56d0103,,Recover your sales
2c89d0cf-7704-48ae-b61d-00abe56d0103,,Customize browser tab
2c89d0cf-7704-48ae-b61d-00abe56d0103,,User-friendly preloaded Emoji icons.
2c89d0cf-7704-48ae-b61d-00abe56d0103,,Custom favicon icon upload
f828407b-83b1-4aad-bf3e-d6d081605df9,,Keine Vorabkosten. Keine Vertragsbindung. Kein Risiko.
f828407b-83b1-4aad-bf3e-d6d081605df9,,State-of-the-art On-Demand-Druck aus Deutschland.
f828407b-83b1-4aad-bf3e-d6d081605df9,,Umfangreiche und stetig wachsende Produktauswahl.
f828407b-83b1-4aad-bf3e-d6d081605df9,,Attraktive Produktionspreise für satte Margen.
f828407b-83b1-4aad-bf3e-d6d081605df9,,Auch Einlagerung und Versandabwicklung von Eigenartikeln möglich.
c7a8e940-e43e-4c0d-9e4d-4407aceb99a6,,Self-service branded return portal at yourdomain/a/orderreturns
c7a8e940-e43e-4c0d-9e4d-4407aceb99a6,,Product return request without contacting customer service
c7a8e940-e43e-4c0d-9e4d-4407aceb99a6,,Set the time window allowable for return
c7a8e940-e43e-4c0d-9e4d-4407aceb99a6,,Provide a choice between refunds on the original payment method or credit
c7a8e940-e43e-4c0d-9e4d-4407aceb99a6,,"Integrates with EasyPost, ShipStation, Shippo for prepaid return labels (Pro)"
4fd79683-32b6-44e2-8fa5-21c49c94db30,,"Variety of unique discount types! Customer, product, Buy X Any Y with limits"
4fd79683-32b6-44e2-8fa5-21c49c94db30,,Allows you to combine discount with other store discounts that you've already.
4fd79683-32b6-44e2-8fa5-21c49c94db30,,"No updates to your theme or any code injection, works seamless!"
0a2c1c30-4828-4a23-9b02-afea6bacbddd,,"Ship: Compare shipping prices, and select a courier"
0a2c1c30-4828-4a23-9b02-afea6bacbddd,,Track: Track all shipments on a single screen. Give your customers tracking page
0a2c1c30-4828-4a23-9b02-afea6bacbddd,,"Returns Management: Configure your returns policy, and start managing returns"
b8f99344-4591-4f5b-b9de-237efb0ee06a,,Add Multiple Images: Add Up to 12 Images to a Single Gift Card Product
b8f99344-4591-4f5b-b9de-237efb0ee06a,,Giftable Subscriptions: Integrates with Subscription Apps like Bold & Recharge
b8f99344-4591-4f5b-b9de-237efb0ee06a,,Capture Sales for Out of Stock: Replace Out of Stock Products with Gift Cards
b8f99344-4591-4f5b-b9de-237efb0ee06a,,"Personalized Gift Card Emails: Integrates with Klaviyo, Omnisend, and Drip"
b8f99344-4591-4f5b-b9de-237efb0ee06a,,"Advanced Analytics: Track Revenue & AOV from Gift Cards, Values & Cards Issued"
a31ab99d-da02-437f-b28f-814dba52e213,,Automatically send orders to Urgent Couriers and tracking info to your customers
a31ab99d-da02-437f-b28f-814dba52e213,,"Adjust delivery price based on postcodes, speed, fullfilment, date and more"
a31ab99d-da02-437f-b28f-814dba52e213,,Set a prep time for your products so our team arrives on time
3ad5863e-e189-4a81-b0d4-906fc375b889,,Loyalty: the most customizable loyalty solution on the App Store
3ad5863e-e189-4a81-b0d4-906fc375b889,,"Paid memberships: custom billing, multiple membership, 20+ member perks"
3ad5863e-e189-4a81-b0d4-906fc375b889,,"Referral + Affiliate: Set up in minutes, security optimized, cash back or credit"
3ad5863e-e189-4a81-b0d4-906fc375b889,,All in one comprehensive and customizable customer/member portal
3ad5863e-e189-4a81-b0d4-906fc375b889,,Integrated with POS + powered by robust APIs and webhooks
f4c284d3-a14b-4fef-8dea-78f87c480237,,Create multiple POs at once
f4c284d3-a14b-4fef-8dea-78f87c480237,,"Create, send, track and manage all Purchase Orders easily in one place"
f4c284d3-a14b-4fef-8dea-78f87c480237,,Update purchased products to inventory automatically
f4c284d3-a14b-4fef-8dea-78f87c480237,,"Manage all suppliers' information, product catalogs with ease"
f4c284d3-a14b-4fef-8dea-78f87c480237,,"Create invoices and record payments, payment methods"
c1aef3ae-dd17-4dcc-b3f1-ac0a64cbe192,,Automatischer Artikel- und Bestandsabgleich
c1aef3ae-dd17-4dcc-b3f1-ac0a64cbe192,,Reibungsloser Auftragsimport und Versandmeldungen
c1aef3ae-dd17-4dcc-b3f1-ac0a64cbe192,,Prozesse automatisieren
c1aef3ae-dd17-4dcc-b3f1-ac0a64cbe192,,Mit Import- und Export-Tools Zeit sparen
c1aef3ae-dd17-4dcc-b3f1-ac0a64cbe192,,Moderner Multichannel-Vertrieb
23e17f96-8270-48c7-b003-b93a2856ee16,,Connect your product data to Shopify and any channel from a centralized hub
23e17f96-8270-48c7-b003-b93a2856ee16,,Automate your store updates and syndicate your product content in real-time
23e17f96-8270-48c7-b003-b93a2856ee16,,Drive more sales with product data enrichment and our unique Quality Score
f07fbe03-f9e5-4a54-a90d-d2ea8ba1a0cd,,Enhanced checkout: Add mandatory checkbox at checkout for T&C agreement
f07fbe03-f9e5-4a54-a90d-d2ea8ba1a0cd,,Seamless checkbox placement: Drag-and-drop for easy T&C checkbox above or below
f07fbe03-f9e5-4a54-a90d-d2ea8ba1a0cd,,Enhanced Compliance Alerts: Customizable error messages in red ensure compliance
f07fbe03-f9e5-4a54-a90d-d2ea8ba1a0cd,,Total Control: Customize checkbox with on/off toggle and rich text editor
f07fbe03-f9e5-4a54-a90d-d2ea8ba1a0cd,,Timestamped Compliance:Record date and time of customer agreement for each order
bdcc9f07-76ba-49f7-a0a2-efc0b98cc449,,Automatically enhance and optimize the alt text for all your product images
bdcc9f07-76ba-49f7-a0a2-efc0b98cc449,,Personalize your alt text templates with customizable variables
bdcc9f07-76ba-49f7-a0a2-efc0b98cc449,,Improve your product images visibility and ranking on search engines
72655a66-a0f9-4f6d-9550-2d892ffc1bc7,,Set up instant submission alerts and custom auto-responder emails
72655a66-a0f9-4f6d-9550-2d892ffc1bc7,,Centralize all support requests in a dedicated dashboard
72655a66-a0f9-4f6d-9550-2d892ffc1bc7,,Use conditional logic to segment customers appropriately
72655a66-a0f9-4f6d-9550-2d892ffc1bc7,,Set up advanced submission controls to customize support request flow
72655a66-a0f9-4f6d-9550-2d892ffc1bc7,,"Connect to Zendesk, Salesforce, or other CRM/helpdesk software"
c1bad89d-3853-4527-9b86-df7e3e675534,,"Advanced Product Filter - filters by tags, vendor, options, metafields & more"
c1bad89d-3853-4527-9b86-df7e3e675534,,AI Smart Instant Search - predictive search with NLP and typo tolerance
c1bad89d-3853-4527-9b86-df7e3e675534,,Smart Merchandising - automatically organize product displays to boost sales
c1bad89d-3853-4527-9b86-df7e3e675534,,"Advanced analytics - better search and filter insight, better decisions"
c1bad89d-3853-4527-9b86-df7e3e675534,,Advanced search synonyms - more relevant results and increasing buying intent
ebaf9795-49b8-4288-8f5b-65d29b40c209,,Sincronización de órdenes
ebaf9795-49b8-4288-8f5b-65d29b40c209,,Sincronización de inventario
ebaf9795-49b8-4288-8f5b-65d29b40c209,,Sincronización de inventario en tiempo real
ebaf9795-49b8-4288-8f5b-65d29b40c209,,Entrega en tienda
ebaf9795-49b8-4288-8f5b-65d29b40c209,,Pago con puntos de lealtad
db6ac8f6-0a9b-4606-8a75-b6bfad2a0bb9,,"UK, US, Spain, Ireland, Indonesia, Singapore, Malaysia, Vietnam, Thailand, PH+DE"
db6ac8f6-0a9b-4606-8a75-b6bfad2a0bb9,,"Easy Product Sync: Bulk edit product info, sync bundle, create category template"
db6ac8f6-0a9b-4606-8a75-b6bfad2a0bb9,,"Real-time Inventory Sync: Set inventory sync percentage, threshold, TT warehouse"
db6ac8f6-0a9b-4606-8a75-b6bfad2a0bb9,,"Flawless Order Sync: Sync compare-at price, sample orders, gift orders, and more"
db6ac8f6-0a9b-4606-8a75-b6bfad2a0bb9,,"Timley Expert Support: Get dedicated human reply, notifications, customizations"
00b95f63-f868-463e-9f52-cfcba86db264,,Mobile-Friendly: Ensure a seamless experience with a responsive design
00b95f63-f868-463e-9f52-cfcba86db264,,"Customizable Design: Personalize fonts, colors, and styles to match your brand"
00b95f63-f868-463e-9f52-cfcba86db264,,Targeted Messaging: Display announcements tailored to location or user behavior
00b95f63-f868-463e-9f52-cfcba86db264,,"Real-Time Analytics: Track views, clicks, or conversions to optimize performance"
00b95f63-f868-463e-9f52-cfcba86db264,,Page Specific Display: Choose which pages to show your announcement.
5205d134-255d-43dd-a982-b86b27e3e26d,,Fully customisable B2B signup forms to match your brand and capture data.
5205d134-255d-43dd-a982-b86b27e3e26d,,Easy-to-use dashboard for viewing and managing wholesale customer applications.
5205d134-255d-43dd-a982-b86b27e3e26d,,Directly integration with theme without any hassle
c94dcf98-5965-4ab7-99dd-c5ec39948caf,,AI-powered product recommendations for every touchpoint on your store
c94dcf98-5965-4ab7-99dd-c5ec39948caf,,Cross-sell and upsell recommendations to boost conversion
c94dcf98-5965-4ab7-99dd-c5ec39948caf,,"No code needed, swift onboarding"
27e60963-9c0e-4b0a-a389-7a712aa64f50,,AI-Powered Face Detection
27e60963-9c0e-4b0a-a389-7a712aa64f50,,Real-Time Virtual Try-On
27e60963-9c0e-4b0a-a389-7a712aa64f50,,Improve Engagement & Sales
920d1c4b-e5e0-487e-95ca-a2ab1abecf71,,Display exact delivery dates right next to or below the shipping option name
920d1c4b-e5e0-487e-95ca-a2ab1abecf71,,Add buffers to delivery dates to customize the delivery dates as needed
920d1c4b-e5e0-487e-95ca-a2ab1abecf71,,Set shipping rates based on a percentage of actual shipping cost or a flat rate
920d1c4b-e5e0-487e-95ca-a2ab1abecf71,,Set custom holidays and processing time cut-offs based on your fulfillment
920d1c4b-e5e0-487e-95ca-a2ab1abecf71,,"Connect directly to carriers to get live, accurate pricing with delivery dates"
c026c592-009e-46a0-87d8-f021e89b7919,,Easily create a range of BOGO offers to drive cart upsells and enhance AOV.
c026c592-009e-46a0-87d8-f021e89b7919,,Strategic Promotions with Timed Offers to maximize impact.
c026c592-009e-46a0-87d8-f021e89b7919,,Showcase gift promotions on product pages to sales more and attract buyers!
c026c592-009e-46a0-87d8-f021e89b7919,,Create unique discounts for standout promotion!
c026c592-009e-46a0-87d8-f021e89b7919,,Pop up display mode + Easy to customize Upsell & Cross Sell.
81308a5b-3fcb-4dd9-9b1a-94ff2a6f9ee7,,The app will improve your sales. You will get more sales with sticky cart
81308a5b-3fcb-4dd9-9b1a-94ff2a6f9ee7,,"Customize colors, backgrounds, text, position & more to match your site"
81308a5b-3fcb-4dd9-9b1a-94ff2a6f9ee7,,"Easy to install, just one click to make it works"
7c19f9be-1262-46c5-a156-61367f5f5291,,"Trigger upsell & cross sell offers based on product tags, SKU, Cart Value, etc.."
7c19f9be-1262-46c5-a156-61367f5f5291,,Use 1-click post purchase upsell offers to increase you average order value
7c19f9be-1262-46c5-a156-61367f5f5291,,Automate upselling with our AI that matches customers with the best upsell offer
7c19f9be-1262-46c5-a156-61367f5f5291,,"Increase conversions with custom product titles, descriptions, and CTA buttons"
7c19f9be-1262-46c5-a156-61367f5f5291,,Modify checkout page with order bump upsells and more (Shopify Plus Exclusive)
e9c714f9-89a8-4f69-a955-5a37f4c005b7,,"Add upto 9 different links to redirect to, woth custom test for each."
e9c714f9-89a8-4f69-a955-5a37f4c005b7,,Colors can be customised and an optional logo can be added.
e9c714f9-89a8-4f69-a955-5a37f4c005b7,,Install into all Shopify 2.0 themes without any coding or script placements.
318b8f24-30b0-4ab6-ba61-8195a2148604,,"Add ""Schedule your time"" button to product, allow customer to book appointment"
318b8f24-30b0-4ab6-ba61-8195a2148604,,"Set up appointment duration, buffer time, preparation time, limit timeslot"
318b8f24-30b0-4ab6-ba61-8195a2148604,,"Flexible options: Group, Subscription, No check-out booking, Waitlist, Deposit"
318b8f24-30b0-4ab6-ba61-8195a2148604,,"Automated email notifications. 2-way sync with Google Calendar, Zoom, Outlook"
318b8f24-30b0-4ab6-ba61-8195a2148604,,"Virtual & in-person appointment. Customer portals for reschedule, cancel booking"
242da96c-9803-4d5e-b291-aeba24cbface,,Unlimited product options and variant image swatches.
242da96c-9803-4d5e-b291-aeba24cbface,,Price add-ons for custom pricing. Multi Currency supported.
242da96c-9803-4d5e-b291-aeba24cbface,,Conditional logic to show and hide options.
242da96c-9803-4d5e-b291-aeba24cbface,,Live preview directly on the product image. (Optional)
242da96c-9803-4d5e-b291-aeba24cbface,,"Original file export of high resolution preview image (JPG,PNG,SVG,PDF)."
63a7fd5f-285c-410b-84cf-fd357e495579,,Customize the image for puzzle to show your brand or product.
63a7fd5f-285c-410b-84cf-fd357e495579,,Decide how many times you want the user to see the puzzle
63a7fd5f-285c-410b-84cf-fd357e495579,,Collect user emails
f8f8231d-1853-4ff4-a3a1-98a4f936248f,,You can search and translate the theme strings you want to translate on the site
f8f8231d-1853-4ff4-a3a1-98a4f936248f,,We support bulk(batch) translation of all resources
f8f8231d-1853-4ff4-a3a1-98a4f936248f,,All translation data can be exported/imported as a CSV file
ef73d49f-d955-44a7-b5a4-3270f7de1318,,"Triggers:
New - Order / Cancelled Order / Customer / Product / Blog Entry"
ef73d49f-d955-44a7-b5a4-3270f7de1318,,"Actions:
Create - Custom Collection, Customer, Order, Product
Update - Product"
ef73d49f-d955-44a7-b5a4-3270f7de1318,,"Search:
Find - Customer, Product, Product Variant by title"
07009063-5978-4eb8-9283-9a4d6f730941,,Calcular el costo del envío en Shopify
07009063-5978-4eb8-9283-9a4d6f730941,,Comparar las tarifas en tiempo real
07009063-5978-4eb8-9283-9a4d6f730941,,Gestionar los embalajes que utilizas para tus productos
07009063-5978-4eb8-9283-9a4d6f730941,,Elegir entre los mejores Transportistas para tus envíos
07009063-5978-4eb8-9283-9a4d6f730941,,Modificar los datos de envíos y añadir bultos
474d61c3-745a-45f4-94c9-15a5ad4bb11c,,Tag filtering for blog articles!
474d61c3-745a-45f4-94c9-15a5ad4bb11c,,No page reload for filtering! Faster user experience!
474d61c3-745a-45f4-94c9-15a5ad4bb11c,,Pickup contents are lets you to promote your important contents!
